Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, since I have completed this book for you, which is the last of the science of medicine, by its completion, its purpose is fulfilled, and through its expositions and declarations, it seems to me that I complete it for you with this treatise, which is a part of operative medicine, that is, surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For operative medicine is now, in our region and our time, completely hidden, so that the knowledge of it is greatly endangered, and its practice is restricted; and only some small descriptions remain in the books of the ancients, which have led to errors and hesitations, so that its understanding is clouded and its strength and art are lost.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I will revive that [operative medicine] through the arrangement of this treatise, in accordance with a method of exposition, explanation, and abbreviation; and so that it will be understood through the forms of cautery tools and other instruments of the craft, with the addition of explanation and preparation for it, which is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a skilled craftsman with his own hands is not found in our time is that the art of medicine is extensive, and that its practitioner must first be practiced in the science of anatomy, which includes knowledge of the body parts and their forms, and the connection and separation of them; and must have knowledge of bones, nerves, ligaments, and their arrangement; and of the pulsating and still veins, and the places of their exit.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And therefore Hippocrates says that a name is a word, but little in practice, and especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said this in the introduction to this book; for whoever is not familiar with what we have said about anatomy, will inevitably fall into errors that will cause the death of men, as I have seen too many of them, for some are trained in this science and abandon it without knowledge and experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and inexperienced physician cut into a scrofulous abscess on a woman's neck, and cut some of the neck's arteries, so that a great deal of blood flowed until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician who attempted to remove a stone from a man who had suffered from it for many years.  The stone was large, and he managed to extract it, along with a piece of the bladder, which caused the man to die on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I, having been called to treat that case, saw that because of the size of the stone and the patient's condition, I knew he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician who received a stipend from a duke in our land for surgery, and was called to a black knight who had a fractured thigh.  The physician, through his ignorance, treated the fracture by pulling it together with bandages and splints with excessive tightness, and did not allow the wound to breathe.
