Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed this book for you, my Sons, which is the last in the science of medicine with its completion, and I have reached the end in it through its explanations and clarifications, it seemed to me that I should complete it for you with this Treatise, which is part of the practice, namely surgery, by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the practice of surgery has been neglected in our region and time, entirely deprived such that perhaps the knowledge of it perished and its traces were cut off; and there remained from it only brief descriptions in ancient books, which hands have altered: errors and hesitations befell them until their intentions were closed and their vision diminished. It seemed to me that I should revive it with the order of this Treatise according to the way of positioning, explanation, and abbreviation: and to bring forth forms of cautery tools and other instruments of the work, as they are produced by adding explanations and preparing what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good practitioner of it with their hands is not found in this time of ours is: because the art of medicine is long, and its author must be trained before that in the science of anatomy as narrated by Galen, until they know the aids to members, and their forms, and their conjunction and separation, and have knowledge of bones, nerves, muscles, and their numbers, and their emergence, and pulsating veins, and quiet veins, and places of exit for them.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason, Hippocrates said that knowing the name of something is much, but knowing how to work with it is little, especially in the art of hands.
Nos uero iam diximus de illo in introitu huius libri.	We have already said this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since those who are not knowledgeable about what we have said regarding anatomy do not escape falling into error by which people are killed: just as I saw many of those who claim to be formed in this science and boast about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened was that I saw a foolish doctor cut into a scrofulous abscess on the neck of a woman, and he cut some arteries in her neck: therefore, the woman bled until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who took it upon himself to extract a stone from a man who had become advanced in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore proceeded to do so and extracted it along with part of the bladder.
Quare mortuus est uir in tertio die.	Therefore, the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I had indeed been called to extract it: and upon seeing the size of the stone and the condition of the patient, I saw that he would die.
